id	name	ancestors	
YTdWRGlfOx3	Trung tâm Kiểm dịch Y tế Quốc tế (Sáp nhập 2020)	Việt Nam/Tây Ninh	
YtEd5Tl10J3	Trường Cao đẳng Y tế 	Việt Nam/Cần Thơ	
yTnYLkOMhVG	Bệnh viện YHCT Bảo Lộc	Việt Nam/Lâm Đồng	
yTvRb0YOIZi	Huyện Gia Lâm	Việt Nam/Hà Nội	
Yty4uXlppOt	Huyện Kiến Xương	Việt Nam/Thái Bình	
YU2ogVDd5xP	Bệnh viện Phục hồi chức năng	Việt Nam/Tây Ninh	
Yu6Wlzbk2EE	Bệnh viện Y - Dược cổ truyền	Việt Nam/Vĩnh Phúc	
YuALW4lIaGn	Bệnh viện Mắt Thanh An	Việt Nam/Thanh Hóa	
YuIGmIpwo3d	Huyện Gio Linh	Việt Nam/Quảng Trị	
YUlY7XtZVw8	Huyện Yên Thế	Việt Nam/Bắc Giang	
YUuYjXLxhiT	Bệnh viện Da liễu	Việt Nam/Bình Thuận	
yWadu5R20Ai	Huyện Quảng Xương	Việt Nam/Thanh Hóa	
ywvKWAu7gCW	Chi cục Dân số kế hoạch hóa gia đình	Việt Nam/Thái Bình	
ywyCR2vrWGd	Huyện Tư Nghĩa	Việt Nam/Quảng Ngãi	
Yx3ytdrgr9r	Bệnh viện Đa khoa tỉnh	Việt Nam/Đắk Nông	
yXLAmlIfHfa	Bệnh viện nội tiết 	Việt Nam/Thanh Hóa	
yYhU3uLDZLA	Huyện Ngọc Lặc	Việt Nam/Thanh Hóa	
yz6yxYj2gbV	Huyện Điện Biên Đông	Việt Nam/Điện Biên	
yzAyOZbHj3C	Bệnh viện Ung bướu	Việt Nam/Bắc Giang	
YZo6fcOPCYN	Quận 10	Việt Nam/Hồ Chí Minh	
yzYQ4lkZAUJ	Thị Xã Mường Lay	Việt Nam/Điện Biên	
z0A2LhWhWg0	Trường Cao đẳng Y tế Sơn La	Việt Nam/Sơn La	
Z1qv5gmwBru	Huyện Thường Tín	Việt Nam/Hà Nội	
Z2Xtr68DER9	Huyện Châu Thành	Việt Nam/Trà Vinh	
z4S1eorICBQ	Huyện Vũ Thư	Việt Nam/Thái Bình	
z5YpDA3QXr0	Trung tâm Kiểm soát bệnh tật	Việt Nam/Hà Nam	
z5yTDCR05p8	Thị xã Phú Thọ	Việt Nam/Phú Thọ	
Z7RkNRVC612	Huyện Phước Long	Việt Nam/Bạc Liêu	
z8p1zKtoaN1	Thị xã Gò Công	Việt Nam/Tiền Giang	
z8srzjsytjy	Huyện Ia Grai	Việt Nam/Gia Lai	
z8zuaHnK434	Bệnh viện Y Dược cổ truyền	Việt Nam/Trà Vinh	
z93LzA0oFwH	Trung tâm Kiểm soát bệnh tật	Việt Nam/Lai Châu	
z9jPEJinRQD	Bệnh viện Đa khoa tỉnh 	Việt Nam/Nam Định	
zaAXE70tvGw	Chi cục Dân số - Kế hoạch hóa gia đình	Việt Nam/Điện Biên	
Zad7S6xzUXt	Thành phố Lào Cai	Việt Nam/Lào Cai	
zAgccwmgjQk	Khánh Hòa Provincial General Hospital	Việt Nam/Khánh Hòa	
ZAQF4PjIZfL	Bệnh viện Phục hồi chức năng	Việt Nam/Bình Dương	
ZAThQX8tDXr	Bệnh viện đa khoa Tâm Hồng Phước	Việt Nam/Đồng Nai	
zATWPkTU20O	Huyện Vụ Bản	Việt Nam/Nam Định	
ZAxYZz9tlOU	Bệnh viện Tư nhân Lão khoa Phước Hải	Việt Nam/Thái Bình	
ZbAODtVblzp	Thành phố Uông Bí	Việt Nam/Quảng Ninh	
zCfoo2weH7V	Trung tâm chăm sóc sức khoẻ sinh sản	Việt Nam/Thái Bình	
ZCk6pcXgAy7	Trung tâm Kiểm nghiệm	Việt Nam/Bình Dương	
zcMATZDcOT5	Bệnh viện Mắt	Việt Nam/Đắk Lắk	
zCN4XwPLOrJ	Trung tâm cung cấp dịch vụ công tác xã hội 	Việt Nam/Thanh Hóa	
zcvfTwICS33	Bệnh viện Trí Đức Thành	Việt Nam/Thanh Hóa	
ZdwueT6CmQb	Trung tâm Kiểm nghiệm thuốc, mỹ phẩm, thực phẩm 	Việt Nam/Nam Định	
ZeaqJbuvr9f	Chi cục An toàn vệ sinh thực phẩm 	Việt Nam/Bình Dương	
ZeLi1DuHghf	Chi cục Dân số - Kế hoạch hóa gia đình	Việt Nam/Bình Định	
Zema3DKszUs	Bệnh viện TM Đông Á	Việt Nam/Hồ Chí Minh	
zesY6pChVSW	Huyện Tủa Chùa	Việt Nam/Điện Biên	
zFpzR6GuPzi	Huyện Hải Hà	Việt Nam/Quảng Ninh	
ZFSAzZDZImq	Bệnh viện Tâm thần Mỹ Đức	Việt Nam/Hà Nội	
zfsLg0cz97f	Huyện Kế Sách	Việt Nam/Sóc Trăng	
ZhrVYR3l0o7	Bệnh viện Nhân dân Gia Định	Việt Nam/Hồ Chí Minh	
zI4oxjZQVSL	Huyện Sóc Sơn	Việt Nam/Hà Nội	
ziIdLu82oqk	Huyện Trảng Bom	Việt Nam/Đồng Nai	
Ziq4lmJ1qMn	Bệnh viện Quốc tế CTCH Sài Gòn - Đồng Nai	Việt Nam/Đồng Nai	
zk2pnj7EUZ4	Bệnh viện Tâm Thần	Việt Nam/Đà Nẵng	
zkX19mxCMYb	Bệnh viện Y học Cổ truyền	Việt Nam/Hòa Bình	
ZLcpNyn1eFI	Trung tâm Kiểm soát bệnh tật	Việt Nam/Thanh Hóa	
ZNamIFdvGTt	BVĐK Sài Gòn - Bình Dương	Việt Nam/Bình Dương	
ZNIj7Ipo8ic	Huyện Duyên Hải	Việt Nam/Trà Vinh	
znj67HTSV0L	Bệnh viện Sản - Nhi Cà Mau	Việt Nam/Cà Mau	
zo8fX6bEv8V	Bệnh viện Phụ Sản	Việt Nam/Hải Phòng	
zOhqQDiq3B7	Trường Đại học Y Hà Nội	Việt Nam/Các đơn vị trực thuộc Bộ	
ZOUUzQePZZR	Bệnh viện Gia An 115	Việt Nam/Hồ Chí Minh	
zPHa2hfT0AZ	Bệnh viện đa khoa khu vực Nghi Sơn	Việt Nam/Thanh Hóa	
ZpiaAbTmKny	Trung Tâm Pháp Y tỉnh Thừa Thiên Huế	Việt Nam/Thừa Thiên Huế	
ZpPGiIdOA50	Bệnh viện Lao và Bệnh Phổi	Việt Nam/Vĩnh Long	
ZQ5Y3CcVp95	Huyện Phúc Thọ	Việt Nam/Hà Nội	
ZQ63uvbquik	Trung tâm Kiểm soát bệnh tật	Việt Nam/Bắc Giang	
ZqAKf3doelx	Thị xã Phúc Yên	Việt Nam/Vĩnh Phúc	
ZqebJvCM1LU	Trung tâm Pháp Y	Việt Nam/Quảng Nam	
zQI5E51Ei9r	Bệnh viện Điều dưỡng - Phục hồi chức năng TW	Việt Nam/Các đơn vị trực thuộc Bộ	
zQrTlQkdoPh	Bệnh viện Quân dân Y 16	Việt Nam/Bình Phước	
zqWZZOkKTUx	Trường Cao đẳng Y tế	Việt Nam/Yên Bái	
Zqx9NoELqun	Huyện Đông Hải	Việt Nam/Bạc Liêu	
Zr12UilPLYU	Huyện Hoa Lư	Việt Nam/Ninh Bình	
zri1T4swkKK	Trung tâm Chăm sóc sức khỏe sinh sản tỉnh Cà Mau (Sáp nhập 2020)	Việt Nam/Cà Mau	
zsblx8ZlQ4b	Trung tâm Lao và bệnh phổi	Việt Nam/Sóc Trăng	
ztCdfeFeI4W	Huyện Hoằng Hóa	Việt Nam/Thanh Hóa	
ZtjVvefhp4R	Phòng khám Trường Cao đẳng y tế	Việt Nam/Thái Bình	
Zu1umGoWa2r	Chi cục DS KHHGĐ	Việt Nam/Lâm Đồng	
ZUA1MgffX1g	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Cần Thơ	
ZUDoCrIQXNI	Thành phố Hạ Long	Việt Nam/Quảng Ninh	
zuhR0UubFYu	Bệnh viện Sản Nhi tỉnh Lào Cai	Việt Nam/Lào Cai	
zUr4uDqOVTC	Trường Cao đẳng Bến Tre (Khoa Y - Dược)	Việt Nam/Bến Tre	
Zv8al55Dpjh	Chi cục Dân số - KHHGĐ	Việt Nam/Ninh Bình	
zvNUaOlWgRd	Huyện Lương Tài	Việt Nam/Bắc Ninh	
zVXbPf6mYsM	Bệnh viện 331	Việt Nam/Gia Lai	
zWIuoIiDERn	Bệnh viện Đa khoa tư nhân Minh Tâm	Việt Nam/Trà Vinh	
ZxBNHbAMbTT	Chi cục Dân số - KHHGĐ	Việt Nam/Hưng Yên	
zxHrEl6QVvg	Phòng Khám Đa Khoa Thiên Hồng	Việt Nam/Thái Nguyên	
ZxlxBiFCacO	Huyện Phú Giáo	Việt Nam/Bình Dương	
zxnvs1msurn	Huyện Xuyên Mộc	Việt Nam/Bà Rịa - Vũng Tàu	
ZyarmmNEPkV	Huyện Hạ Lang	Việt Nam/Cao Bằng	
Zyid6GK9TcE	Chi Cục an toàn vệ sinh thực phẩm	Việt Nam/Bình Định	
Zyl3bk7lYZV	Thành phố Hà Giang	Việt Nam/Hà Giang	
Zzu6EtdUiCl	Huyện Thanh Ba	Việt Nam/Phú Thọ	
zzzij5amcDE	Bệnh viện Phục hồi chức năng	Việt Nam/Phú Yên	
